MDCODIGO,MDNOME
90184580,MABTHERA 100MG (10MG/ML) SOL. INJ. 10ML (UND)                                   
90184599,MABTHERA 500MG (10MG/ML) SOL. INJ. 50ML (UND)                                   
90148401,MACRODANTINA 100MG (CAP)                                                        
90285085,MAGNOPYROL 300MG SUPOSITORIO (SUP)                                              
90118146,MAGNOSTASE 2MG (CPR)                                                            
90057619,"MALEATO DE DEXCLORF.+BETAMETASONA 0,4MG/ML+0,05MG/ML 120ML (ML)                 "
90069331,"MALEATO DE DEXCLORF.+BETAMETASONA 0,4MG/ML+0,05MG/ML FR. 120ML (ML)             "
90057600,"MALEATO DE DEXCLORF.+BETAMETASONA 2MG+0,25MG (CPR)                              "
90057627,MALEATO DE DEXCLORF.+PSEUDOEFEDRINA+GUAIFENESINA FR. 120ML (ML)                 
90057660,"MALEATO DE DEXCLORFENIRAMINA 0,4MG/ML SOL. ORAL FR. 120ML (ML)                  "
90085507,MALEATO DE DEXCLORFENIRAMINA 10MG/G CREME DERM. 30G (GRA)                       
90085515,"MALEATO DE DEXCLORFENIRAMINA 2,8MG/ML SOL. ORAL FR. 20ML (GTS)                  "
90034015,MALEATO DE DEXCLORFENIRAMINA 2MG (CPR)                                          
90057759,MALEATO DE ENALAPRIL 10 MG (CPR)                                                
90046870,MALEATO DE ENALAPRIL 20 MG (CPR)                                                
90118219,MALEATO DE ENALAPRIL 5 MG (CPR)                                                 
90057597,MALEATO DE ENALAPRIL+HIDROCLOROTIAZIDA 10MG+25MG (CPR)                          
90057686,"MALEATO DE ENALAPRIL+HIDROCLOROTIAZIDA 20MG+12,5MG (CPR)                        "
90069358,MALEATO DE MIDAZOLAM 15MG (CPR)                                                 
90063570,"MALEATO DE TIMOLOL 0,25% SOL. OFT. 5ML (GTS)                                    "
90005953,"MALEATO DE TIMOLOL 0,5% SOL. OFT. 5ML (GTS)                                     "
94199485,MANITOL 20% BOLSA SIST. FECH. 250ML (UND)                                       
90065506,MANITOL 20% FRASCO SIST. FECH. 250ML (UND)                                      
90065476,MANITOL 20% FRASCO SIST. FECH. 500ML (UND)                                      
90040074,MANIVASC 10MG (CPR)                                                             
90040082,MANIVASC 20MG (CPR)                                                             
90132785,MANSIL 250MG (CAP)                                                              
90132793,MANSIL 50MG/ML SUSP. ORAL 12ML (GTS)                                            
90069366,MANTIDAN 100MG (CPR)                                                            
90132815,MARAX (CPR)                                                                     
90184610,MARCOUMAR 3MG (CPR)                                                             
90074262,"MAREVAN 2,5MG (CPR)                                                             "
90074289,MAREVAN 5MG (CPR)                                                               
90074297,"MAREVAN 7,5MG (CPR)                                                             "
90162790,MAXALT 10MG (CPR)                                                               
90035372,MAXCEF 1 G PÓ SOL. INJ. + DIL. 3 ML (UND)                                       
95471960,MAXCEF 1 G PO SOL. INJ. + DIL. BOLSA 100 ML (UND)                               
90035380,MAXCEF 2 G PÓ SOL. INJ. (UND)                                                   
94176752,MAXCEF 2 G PÓ SOL. INJ. + DIL. BOLSA 100 ML (UND)                               
94401047,"MAXCEF 500 MG PÓ SOL. INJ. + DIL. 1 ,5 ML (UND)                                 "
90141440,"MAXIBELL 0,5MG/ML+4MG/ML SOL. OFT. 10ML (GTS)                                   "
90005988,"MAXIDEX 1MG/G POMADA OFT. 3,5G (GRA)                                            "
90005996,MAXIDEX 1MG/ML SUSP. OFT. 5ML (GTS)                                             
90144830,"MAXIDRATE 0,45% GEL 30G (DOSE)                                                  "
90006003,"MAXITROL POMADA OFT. 3,5G (GRA)                                                 "
90006011,MAXITROL SUSP. OFT. 5ML (GTS)                                                   
90046943,MEBENDAZOL 100MG (CPR)                                                          
90138686,MEBENDAZOL 20MG/ML SUSP. ORAL 30ML (ML)                                         
90155041,MEBENDAZOL 500MG (CPR)                                                          
90009592,MECLIN 25MG (CPR)                                                               
90009606,MECLIN 50MG (CPR)                                                               
90149106,MEGALOTECT 1000UI SOL. INJ. IV 20ML (UND)                                       
90149114,MEGALOTECT 2500UI SOL. INJ. IV 50ML (UND)                                       
90149092,MEGALOTECT 500UI SOL. INJ. IV 10ML (UND)                                        
90035402,MEGESTAT 160MG / (CP)                                                           
90211642,MELLERIL 100MG (DRG)                                                            
90211650,MELLERIL 10MG (DRG)                                                             
90211677,MELLERIL 25MG (DRG)                                                             
90211685,MELLERIL 3% SOL. ORAL FR. VD. X 50 ML                                           
90211693,MELLERIL 50MG (DRG)                                                             
90211669,MELLERIL RETARD 200MG (CPR)                                                     
90155050,MELOXICAM 15MG (CPR)                                                            
90155068,"MELOXICAM 7,5MG (CPR)                                                           "
90004566,MENOPAX 200MG (CPR)                                                             
90015975,MERONEM IV 1G PÓ SOL. INJ.+BOLSA PLÁST. 100ML (UND)                             
90015967,MERONEM IV 500MG PO SOL. INJ. (UND)                                             
90015983,MERONEM IV 500MG PÓ SOL. INJ.+BOLSA PLÁST. 100ML (UND)                          
90069480,MEROPENEM IV 1G PO LIOF. INJ. 30ML (UND)                                        
90069510,MEROPENÉM IV 500MG PÓ LIOF. INJ. 30ML (UND)                                     
90174160,MESACOL 500 MG SUPOSITORIO (SUP)                                                
90085680,MESALAZINA 800 MG (CPR)                                                         
90085671,MESALAZINA ENEMA 3 G ENV.+DIL. 100 ML (UND)                                     
90057880,MESILATO DE DOXAZOSINA 2 MG (CPR)                                               
90192117,MESILATO DE DOXAZOSINA 4MG (CPR)                                                
90069544,MESNA 400MG (100MG/ML) SOL. INJ. 4ML (AMP)                                      
90211707,MESTINON 60MG (CPR)                                                             
90033043,METALYSE 40MG PÓ LIOF. INJ.+SER.+DIL. 8ML+ADAP+AG (UND)                         
90033051,METALYSE 50MG PÓ LIOF. INJ.+SER.+DIL. 10ML+ADAP+ AG (UND)                       
94300011,"METAMUCIL LARANJA PÓ PREP. EXTEMP. SACHÊ 5,85 G (UND)                           "
90171586,"METHERGIN 0,125MG (DRG)                                                         "
90171594,"METHERGIN 0,2MG/ML SOL. INJ. 1ML (AMP)                                          "
90148410,METICORTEN 20 MG (CPR)                                                          
90148428,METICORTEN 5 MG (CPR)                                                           
90155076,METILDOPA 250 MG (CPR)                                                          
90127374,METILDOPA 500 MG (CPR)                                                          
90118294,METOCLOPRAMIDA 10MG (5MG/ML) SOL. INJ. 2ML (AMP)                                
90032012,"METREXATO 2,5MG / (CP)                                                          "
90144848,METRI 1000MG (CPR)                                                              
90144856,METRI 250MG (CPR)                                                               
90144864,METRI 500MG (CPR)                                                               
90144872,METRI 750MG (CPR)                                                               
90138724,METRONIDAZOL 100MG/G GEL VAG. BISN. 50G (UND)                                   
90227301,METRONIDAZOL 5MG/ML SOL. INJ. BOLSA 100ML (UND)                                 
90171608,MIACALCIC 100 UI SOL. INJ. 1 ML / (UND)                                         
90171624,MIACALCIC 200UI/DOSE SOL. NASAL 2ML+NEB. (DOSE)                                 
90132858,MIANTREX  CS 500MG (25MG/ML) SOL. INJ. 20ML (UND)                               
90033078,MICARDIS 40MG (CPR)                                                             
90033094,MICARDIS 80MG (CPR)                                                             
90033116,"MICARDIS HCT 40MG+12,5MG (CPR)                                                  "
90033132,"MICARDIS HCT 80MG+12,5MG (CPR)                                                  "
90127390,"MICETAL 0,01G/G CREME 30G (GRA)                                                 "
